City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Itatinga,-23.1017,-48.6158,73.29,86,99,6.42,BR,2021-03-04 19:52:47
294,Aklavik,68.2191,-135.0107,-20.2,69,20,9.22,CA,2021-03-04 19:52:47
295,Rangia,26.4667,91.6333,62.6,63,40,2.19,IN,2021-03-04 19:52:47
296,Malaya Purga,56.5567,53.0043,27.0,91,89,5.01,RU,2021-03-04 19:52:48
297,Saint George,37.1041,-113.5841,60.01,44,40,3.44,US,2021-03-04 19:51:58
298,Mackay,-21.15,149.2,73.4,83,75,8.05,AU,2021-03-04 19:52:48
299,Kasempa,-13.4584,25.8338,64.45,92,97,0.94,ZM,2021-03-04 19:52:48
300,Ostrovnoy,68.0531,39.5131,14.11,92,100,12.75,RU,2021-03-04 19:52:48
301,Kalmunai,7.4167,81.8167,76.73,74,27,5.35,LK,2021-03-04 19:52:49
302,Caravelas,-17.7125,-39.2481,80.53,64,40,7.31,BR,2021-03-04 19:52:49
303,Breves,-1.6822,-50.4803,82.29,82,94,4.07,BR,2021-03-04 19:52:49
304,Kampot,10.6167,104.1833,78.8,83,20,13.8,KH,2021-03-04 19:52:49
305,Orodara,10.9492,-4.9342,85.91,18,74,1.59,BF,2021-03-04 19:52:50
306,Ghanzi,-21.5667,21.7833,71.78,47,48,4.85,BW,2021-03-04 19:52:50
307,Hay River,60.8156,-115.7999,-2.2,77,100,11.5,CA,2021-03-04 19:52:50
308,Monkey Bay,-14.0728,34.9201,77.5,75,100,2.28,MW,2021-03-04 19:52:51
309,Quatre Cocos,-20.2078,57.7625,77.0,88,20,6.91,MU,2021-03-04 19:52:51
310,Waingapu,-9.6567,120.2641,77.5,78,94,5.39,ID,2021-03-04 19:52:51
311,Chropyne,49.3564,17.3645,39.0,99,29,1.99,CZ,2021-03-04 19:52:51
312,Meulaboh,4.1363,96.1285,77.41,87,46,4.43,ID,2021-03-04 19:52:52
313,Karatau,43.1667,70.4667,36.45,82,100,14.58,KZ,2021-03-04 19:52:52
314,Howard Springs,-12.497,131.047,78.8,89,81,3.44,AU,2021-03-04 19:52:52
315,San Lawrenz,36.0553,14.204,55.99,82,20,9.22,MT,2021-03-04 19:52:52
316,Zhangjiakou,40.81,114.8794,39.52,53,94,2.17,CN,2021-03-04 19:52:53
317,Cuamba,-14.8031,36.5372,70.86,93,100,3.42,MZ,2021-03-04 19:52:53
318,Tual,-5.6667,132.75,82.89,76,95,15.55,ID,2021-03-04 19:52:53
319,Vanavara,60.34,102.2797,-6.57,90,100,7.92,RU,2021-03-04 19:52:53
320,Guerrero Negro,27.9769,-114.0611,65.28,49,91,15.95,MX,2021-03-04 19:52:54
321,Buchanan,5.8808,-10.0467,80.6,83,40,7.14,LR,2021-03-04 19:52:54
322,Udala,43.0778,-2.5125,51.01,86,0,2.06,ES,2021-03-04 19:52:54
323,San Cristobal,7.7669,-72.225,87.8,51,20,11.5,VE,2021-03-04 19:52:54
324,Antigonish,45.6169,-61.9986,39.2,38,3,16.11,CA,2021-03-04 19:52:55
325,Yenagoa,4.9247,6.2642,79.86,84,89,5.61,NG,2021-03-04 19:52:55
326,Moron,-34.6534,-58.6198,87.01,53,79,7.0,AR,2021-03-04 19:49:38
327,Port Moresby,-9.4431,147.1797,76.19,80,100,11.99,PG,2021-03-04 19:52:55
328,Mar Del Plata,-38.0023,-57.5575,75.2,88,75,5.75,AR,2021-03-04 19:49:11
329,Saint-Georges,12.0564,-61.7485,84.2,70,40,21.85,GD,2021-03-04 19:52:56
330,Belmonte,-15.8631,-38.8828,84.2,70,0,8.05,BR,2021-03-04 19:52:56
331,Kaiyuan,23.6977,103.3037,56.35,90,1,6.93,CN,2021-03-04 19:52:56
332,Petropavlovsk-Kamchatskiy,53.0452,158.6483,15.8,100,75,2.24,RU,2021-03-04 19:52:56
333,Oksfjord,70.2396,22.3479,26.6,86,75,10.36,NO,2021-03-04 19:52:56
334,Deputatskiy,69.3,139.9,-25.24,91,100,9.71,RU,2021-03-04 19:52:57
335,Bambous Virieux,-20.3428,57.7575,77.0,88,20,6.91,MU,2021-03-04 19:52:57
336,Langxiang,46.95,128.8833,13.44,95,100,5.91,CN,2021-03-04 19:52:57
337,Karratha,-20.7377,116.8463,78.46,64,16,13.11,AU,2021-03-04 19:51:45
338,Yantzaza,-3.8278,-78.7594,78.35,57,94,2.08,EC,2021-03-04 19:52:58
339,Tautira,-17.7333,-149.15,86.0,66,75,4.61,PF,2021-03-04 19:52:58
340,Karachev,53.1229,34.9852,29.37,98,100,8.01,RU,2021-03-04 19:52:58
341,Lixourion,38.2019,20.4314,52.72,69,0,3.58,GR,2021-03-04 19:52:58
342,Anadyr,64.75,177.4833,1.4,85,40,4.47,RU,2021-03-04 19:49:31
343,Miandrivazo,-19.5167,45.4667,76.46,83,100,2.95,MG,2021-03-04 19:52:59
344,Menongue,-14.6585,17.691,64.54,83,61,1.25,AO,2021-03-04 19:51:06
345,Penzance,50.1186,-5.5371,46.0,93,90,5.75,GB,2021-03-04 19:52:59
346,Taunggyi,20.7833,97.0333,55.15,40,0,3.44,MM,2021-03-04 19:52:59
347,Maragogi,-9.0122,-35.2225,80.22,79,0,11.36,BR,2021-03-04 19:49:10
348,Chapais,49.7834,-74.8492,3.2,72,90,19.57,CA,2021-03-04 19:53:00
349,Gardabani,41.4605,45.0928,41.0,52,0,11.5,GE,2021-03-04 19:53:00
350,Caluquembe,-13.7833,14.6833,61.25,86,32,3.62,AO,2021-03-04 19:53:00
351,Svetlaya,46.5389,138.3297,29.61,94,6,7.18,RU,2021-03-04 19:53:00
352,Victoria,22.2855,114.1577,68.0,90,99,9.84,HK,2021-03-04 19:52:15
353,Tazmalt,36.3868,4.3989,54.54,74,100,3.33,DZ,2021-03-04 19:53:01
354,Tibati,6.4667,12.6333,76.73,19,99,6.93,CM,2021-03-04 19:53:01
355,Gympie,-26.1898,152.665,60.01,99,0,3.22,AU,2021-03-04 19:53:01
356,Olafsvik,64.8945,-23.7142,41.36,86,99,11.45,IS,2021-03-04 19:49:45
357,Lexington,37.9887,-84.4777,55.99,26,1,12.66,US,2021-03-04 19:53:01
358,Simpang,-1.2667,104.0833,74.93,97,99,1.68,ID,2021-03-04 19:53:02
359,Irtyshskiy,58.3333,68.1333,20.71,98,96,6.85,RU,2021-03-04 19:53:02
360,Marzuq,14.4,46.4667,61.5,52,15,4.61,YE,2021-03-04 19:53:02
361,Nevelsk,46.6733,141.8633,33.8,86,90,20.13,RU,2021-03-04 19:53:02
362,Siilinjarvi,63.0833,27.6667,17.6,79,0,9.22,FI,2021-03-04 19:53:02
363,Tura,25.5198,90.2201,64.92,28,0,4.54,IN,2021-03-04 19:53:03
364,East London,-33.0153,27.9116,73.2,75,68,3.2,ZA,2021-03-04 19:53:03
365,Namibe,-15.1961,12.1522,75.06,81,89,2.13,AO,2021-03-04 19:53:03
366,Goris,41.9842,44.1158,33.48,85,13,4.21,GE,2021-03-04 19:53:04
367,Requena,39.4883,-1.1004,53.01,84,10,4.03,ES,2021-03-04 19:53:04
368,Urazovka,55.4013,45.6186,19.76,96,100,6.51,RU,2021-03-04 19:53:04
369,Longyearbyen,78.2186,15.6401,-0.4,71,20,12.66,SJ,2021-03-04 19:53:05
370,Wilmington,34.2257,-77.9447,70.0,23,1,9.22,US,2021-03-04 19:52:01
371,Bambanglipuro,-7.95,110.2833,77.14,85,99,3.04,ID,2021-03-04 19:53:05
372,Hurghada,27.2574,33.8129,64.4,39,0,8.05,EG,2021-03-04 19:53:05
373,Port-Cartier,50.0334,-66.8654,19.99,45,90,17.27,CA,2021-03-04 19:53:06
374,Bandarbeyla,9.4942,50.8122,76.24,79,100,11.99,SO,2021-03-04 19:53:06
375,San Juan Del Parana,-27.3,-55.9667,86.0,65,75,5.75,PY,2021-03-04 19:53:06
376,Chokurdakh,70.6333,147.9167,-10.44,90,100,22.01,RU,2021-03-04 19:49:31
377,Gunjur,13.2019,-16.7339,77.0,57,0,8.05,GM,2021-03-04 19:53:07
378,Mutsu,41.2894,141.2169,39.81,79,100,7.05,JP,2021-03-04 19:53:07
379,Honningsvag,70.9821,25.9704,26.6,86,75,10.36,NO,2021-03-04 19:53:07
380,Lorengau,-2.0226,147.2712,81.0,81,92,8.88,PG,2021-03-04 19:50:18
381,Sapa,5.1544,120.3241,80.11,82,29,9.46,PH,2021-03-04 19:53:07
382,Yerbogachen,61.2767,108.0108,-16.49,86,100,7.65,RU,2021-03-04 19:53:08
383,Saurimo,-9.6608,20.3916,67.93,89,100,4.63,AO,2021-03-04 19:51:01
384,Jishou,28.3167,109.7167,51.76,88,100,2.15,CN,2021-03-04 19:53:08
385,Kalocsa,46.5264,18.9858,50.0,61,91,5.91,HU,2021-03-04 19:53:08
386,Rio Grande,-32.035,-52.0986,75.2,94,75,9.22,BR,2021-03-04 19:49:12
387,Bukama,-9.2,25.85,70.41,88,75,1.41,CD,2021-03-04 19:53:09
388,Khorixas,-20.3667,14.9667,80.94,31,52,12.46,NA,2021-03-04 19:53:09
389,Nemuro,43.3236,145.575,37.78,90,100,26.17,JP,2021-03-04 19:53:09
390,Phan Thiet,10.9333,108.1,70.16,82,0,7.36,VN,2021-03-04 19:53:09
391,Nishihara,26.1842,127.7558,66.2,68,90,8.05,JP,2021-03-04 19:53:10
392,Korla,41.7597,86.1469,38.82,71,0,4.41,CN,2021-03-04 19:53:10
393,Ambilobe,-13.2,49.05,76.42,90,79,2.26,MG,2021-03-04 19:53:10
394,Sarangani,5.4033,125.4636,82.0,70,100,5.59,PH,2021-03-04 19:53:10
395,Arak,34.0917,49.6892,46.0,66,38,2.64,IR,2021-03-04 19:53:10
396,Taoudenni,22.6783,-3.9836,73.38,19,0,11.14,ML,2021-03-04 19:53:11
397,Klyuchi,52.2667,79.1667,20.44,97,98,17.27,RU,2021-03-04 19:53:11
398,Namatanai,-3.6667,152.4333,78.49,81,62,2.42,PG,2021-03-04 19:53:11
399,San Juan Bautista,-14.0108,-75.7358,80.01,78,40,12.66,PE,2021-03-04 19:53:12
400,Aljezur,37.3191,-8.8033,54.1,88,99,1.39,PT,2021-03-04 19:53:12
401,Takahashi,34.7833,133.6167,48.99,96,100,12.57,JP,2021-03-04 19:53:12
402,Bogande,12.9714,-0.1436,87.87,13,0,9.13,BF,2021-03-04 19:53:12
403,Rognan,67.0953,15.3878,30.0,90,96,7.74,NO,2021-03-04 19:53:13
404,Kyshtovka,56.555,76.6271,29.37,98,100,16.4,RU,2021-03-04 19:53:13
405,Leningradskiy,69.3833,178.4167,1.08,91,100,32.88,RU,2021-03-04 19:49:15
406,Whitefish,48.4111,-114.3376,48.99,46,1,3.44,US,2021-03-04 19:53:13
407,Moose Factory,51.2585,-80.6094,5.0,39,1,16.11,CA,2021-03-04 19:53:14
408,Curuguaty,-24.4694,-55.6945,79.83,93,100,3.0,PY,2021-03-04 19:53:14
409,Tuy Hoa,13.0833,109.3,71.6,92,17,1.39,VN,2021-03-04 19:53:14
410,Bilibino,68.0546,166.4372,-11.11,87,100,4.29,RU,2021-03-04 19:53:14
411,Antofagasta,-23.65,-70.4,75.99,68,20,16.11,CL,2021-03-04 19:53:15
412,Linxia,35.6003,103.2064,35.19,64,100,2.77,CN,2021-03-04 19:53:15
413,Phulji,26.8825,67.6807,71.51,22,0,3.62,PK,2021-03-04 19:53:15
414,Nago,26.5881,127.9761,66.2,88,75,5.75,JP,2021-03-04 19:53:15
415,Kachug,53.9606,105.8817,-22.16,81,25,2.08,RU,2021-03-04 19:53:16
416,Eten,-6.9081,-79.8642,84.2,58,0,12.66,PE,2021-03-04 19:53:16
417,Rawah,34.4816,41.9093,53.53,77,100,8.19,IQ,2021-03-04 19:53:16
418,Iqaluit,63.7506,-68.5145,23.0,50,90,11.5,CA,2021-03-04 19:49:26
419,Mayo,38.8876,-76.5119,53.01,40,40,14.97,US,2021-03-04 19:53:17
420,Jurm,36.8648,70.8342,37.98,72,98,1.9,AF,2021-03-04 19:53:17
421,Bowen,-20.0167,148.2333,75.2,83,75,9.22,AU,2021-03-04 19:53:17
422,Imbituba,-28.24,-48.6703,82.4,74,75,13.8,BR,2021-03-04 19:53:18
423,Avera,33.194,-82.5271,69.8,24,1,6.91,US,2021-03-04 19:53:18
424,Porto Empedocle,37.2934,13.5264,50.0,87,70,4.43,IT,2021-03-04 19:53:18
425,Katastarion,37.8333,20.7667,48.2,93,0,5.44,GR,2021-03-04 19:53:18
426,Carutapera,-1.195,-46.02,80.02,85,100,6.2,BR,2021-03-04 19:53:19
427,Ossora,59.2353,163.0719,-13.72,78,0,12.19,RU,2021-03-04 19:53:19
428,Palmer,42.1584,-72.3287,36.0,41,75,17.27,US,2021-03-04 19:49:59
429,Langres,47.8333,5.3333,46.4,93,75,6.8,FR,2021-03-04 19:53:20
430,Voi,-3.3945,38.563,74.03,78,61,3.69,KE,2021-03-04 19:53:20
431,Melilla,35.2937,-2.9383,59.0,82,40,8.05,ES,2021-03-04 19:53:20
432,Road Town,18.4167,-64.6167,82.4,69,20,6.91,VG,2021-03-04 19:53:20
433,Karoi,-16.8099,29.6925,63.57,94,54,3.36,ZW,2021-03-04 19:53:20
434,Lethem,3.3803,-59.7968,94.93,36,60,11.39,GY,2021-03-04 19:53:20
435,Salinas,36.6777,-121.6555,59.0,58,1,9.22,US,2021-03-04 19:53:21
436,Tripoli,32.8752,13.1875,61.12,59,100,25.12,LY,2021-03-04 19:53:21
437,Port Hardy,50.6996,-127.4199,48.2,71,90,32.21,CA,2021-03-04 19:53:21
438,Monteiro,-7.8894,-37.12,82.36,53,90,12.33,BR,2021-03-04 19:53:21
439,Quelimane,-17.8786,36.8883,77.0,100,75,8.05,MZ,2021-03-04 19:53:22
440,Cumana,10.4635,-64.1775,78.89,78,12,15.12,VE,2021-03-04 19:50:36
441,Harlingen,26.1906,-97.6961,78.8,57,90,11.5,US,2021-03-04 19:52:15
442,Coolum Beach,-26.5333,153.1,70.0,94,14,3.02,AU,2021-03-04 19:53:22
443,Great Falls,47.5002,-111.3008,55.99,28,47,6.91,US,2021-03-04 19:53:07
444,Carlton,45.2943,-123.1765,51.8,71,90,5.99,US,2021-03-04 19:53:23
445,Tezu,27.9167,96.1667,65.16,53,99,2.73,IN,2021-03-04 19:53:23
446,Vila Velha,-20.3297,-40.2925,86.0,58,20,17.27,BR,2021-03-04 19:53:24
447,Klamath Falls,42.2249,-121.7817,51.8,24,1,28.77,US,2021-03-04 19:49:12
448,Cedar City,37.6775,-113.0619,48.99,45,40,9.06,US,2021-03-04 19:53:24
449,Tuktoyaktuk,69.4541,-133.0374,-22.0,69,20,3.44,CA,2021-03-04 19:53:24
450,Puerto Suarez,-18.95,-57.8,84.2,78,90,4.61,BO,2021-03-04 19:53:24
451,Sur,22.5667,59.5289,77.54,44,0,5.3,OM,2021-03-04 19:53:24
452,Dolores,-36.3132,-57.6792,85.24,44,1,6.67,AR,2021-03-04 19:53:25
453,Sokoto,13.0609,5.239,83.03,14,0,10.25,NG,2021-03-04 19:53:25
454,Codrington,-38.2667,141.9667,56.7,73,83,10.76,AU,2021-03-04 19:53:25
455,Aripuana,-9.1667,-60.6333,78.49,82,100,1.92,BR,2021-03-04 19:53:25
456,Mayor Pablo Lagerenza,-19.9309,-60.7718,93.15,43,95,3.29,PY,2021-03-04 19:53:26
457,Bay Roberts,47.5999,-53.2648,36.0,70,91,5.01,CA,2021-03-04 19:51:35
458,Yaval,21.1667,75.7,78.85,16,0,6.02,IN,2021-03-04 19:53:26
459,Mosquera,4.7059,-74.2302,55.4,88,75,8.05,CO,2021-03-04 19:53:27
460,Ust-Kut,56.7938,105.7672,-15.48,83,100,3.6,RU,2021-03-04 19:53:27
461,Beloha,-25.1667,45.05,73.67,92,0,4.41,MG,2021-03-04 19:53:27
462,Kautokeino,69.0125,23.0412,10.04,91,92,7.2,NO,2021-03-04 19:53:28
463,Evensk,61.95,159.2333,-24.0,74,100,7.56,RU,2021-03-04 19:53:20
464,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.64,97,100,3.29,BR,2021-03-04 19:53:28
465,Monte Azul,-15.155,-42.8747,82.63,55,23,3.42,BR,2021-03-04 19:53:28
466,Inverurie,57.2845,-2.3774,37.4,75,90,5.75,GB,2021-03-04 19:53:29
467,Sangerhausen,51.4667,11.3,37.0,90,100,8.16,DE,2021-03-04 19:53:29
468,Kondinskoye,59.6481,67.41,15.85,97,91,6.13,RU,2021-03-04 19:53:29
469,Half Moon Bay,37.4636,-122.4286,60.01,71,1,9.22,US,2021-03-04 19:51:10
470,Teahupoo,-17.8333,-149.2667,86.0,66,75,4.61,PF,2021-03-04 19:53:29
471,Mabaruma,8.2,-59.7833,78.12,92,97,5.82,GY,2021-03-04 19:53:30
472,Pevek,69.7008,170.3133,-2.58,91,100,5.99,RU,2021-03-04 19:50:00
473,Smiltene,57.4244,25.9016,28.0,81,0,1.99,LV,2021-03-04 19:53:30
474,Najran,17.4924,44.1277,73.4,21,0,2.53,SA,2021-03-04 19:53:30
475,Juneau,58.3019,-134.4197,39.2,81,20,3.44,US,2021-03-04 19:53:19
476,Palu,-0.8917,119.8707,74.52,95,87,2.33,ID,2021-03-04 19:53:31
477,Port Hawkesbury,45.6169,-61.3485,39.2,44,1,19.57,CA,2021-03-04 19:53:31
478,Slave Lake,55.2834,-114.769,35.6,69,20,9.22,CA,2021-03-04 19:53:31
479,Nicoya,10.1483,-85.452,89.6,35,0,27.63,CR,2021-03-04 19:53:31
480,Vilhena,-12.7406,-60.1458,82.4,69,40,12.66,BR,2021-03-04 19:49:45
481,Kayes,14.0,-11.0,90.55,12,37,4.97,ML,2021-03-04 19:53:32
482,Ixtapa,20.7,-105.2,77.0,65,1,10.36,MX,2021-03-04 19:50:16
483,Colgong,25.2667,87.2167,65.73,28,0,3.29,IN,2021-03-04 19:53:32
484,Grodzisk Wielkopolski,52.2276,16.3653,37.99,81,100,5.77,PL,2021-03-04 19:53:32
485,Saint Austell,50.3383,-4.7658,46.0,93,75,8.05,GB,2021-03-04 19:53:33
486,Vardo,70.3705,31.1107,26.6,63,40,23.02,NO,2021-03-04 19:53:06
487,Prince Rupert,54.3161,-130.3201,44.6,93,90,4.61,CA,2021-03-04 19:50:36
488,Chardara,41.2547,67.9692,44.67,63,100,15.37,KZ,2021-03-04 19:53:33
489,Lepley,54.3092,42.8599,25.63,98,100,1.97,RU,2021-03-04 19:53:33
490,Geraldton,-28.7667,114.6,68.0,88,0,8.05,AU,2021-03-04 19:53:33
491,Derbent,42.0678,48.2899,39.56,79,53,5.66,RU,2021-03-04 19:53:34
492,Rumonge,-3.9736,29.4386,73.54,73,100,2.93,BI,2021-03-04 19:53:34
493,Seoul,37.5683,126.9778,35.6,93,0,3.44,KR,2021-03-04 19:53:34
494,Kaohsiung,22.6163,120.3133,70.0,73,75,5.75,TW,2021-03-04 19:50:04
495,Boende,-0.2167,20.8667,81.75,54,53,1.34,CD,2021-03-04 19:50:02
496,Saint Anthony,45.0205,-93.218,44.6,39,75,9.22,US,2021-03-04 19:53:34
497,Namtsy,62.7161,129.6658,-32.8,68,0,8.95,RU,2021-03-04 19:53:35
498,Labelle,26.7617,-81.4384,71.6,53,40,10.36,US,2021-03-04 19:53:35
499,Tashigang,27.3331,91.5542,49.89,57,33,4.14,BT,2021-03-04 19:53:35
500,Los Llanos De Aridane,28.6585,-17.9182,66.2,72,20,14.97,ES,2021-03-04 19:53:35
501,San Carlos De Bariloche,-41.1456,-71.3082,82.4,18,0,4.61,AR,2021-03-04 19:52:25
502,Chenzhou,25.8,113.0333,58.62,96,6,2.51,CN,2021-03-04 19:53:36
503,Yueyang,29.3333,113.0919,54.52,88,96,3.76,CN,2021-03-04 19:53:36
504,Den Helder,52.9599,4.7593,39.2,87,75,11.5,NL,2021-03-04 19:53:36
505,Koumac,-20.5667,164.2833,78.08,83,100,9.78,NC,2021-03-04 19:53:36
506,Fengrun,39.8333,118.1167,42.37,83,0,3.38,CN,2021-03-04 19:53:36
507,Lamar,33.6668,-95.5836,70.0,40,1,10.36,US,2021-03-04 19:53:36
508,Coquimbo,-29.9533,-71.3436,64.4,82,75,11.5,CL,2021-03-04 19:50:04
509,Sayyan,15.1718,44.3244,58.78,33,0,2.06,YE,2021-03-04 19:53:37
510,Ponta Delgada,37.7333,-25.6667,57.2,77,20,19.57,PT,2021-03-04 19:53:37
511,Lagoa,39.05,-27.9833,57.2,66,100,6.76,PT,2021-03-04 19:53:02
512,Waipawa,-41.4122,175.5153,62.6,55,0,14.97,NZ,2021-03-04 19:53:06
513,Kandi,11.1342,2.9386,85.17,13,3,4.29,BJ,2021-03-04 19:53:37
514,Zhigansk,66.7697,123.3711,-36.9,82,3,0.67,RU,2021-03-04 19:53:38
515,Porangatu,-13.4408,-49.1486,81.19,79,74,3.67,BR,2021-03-04 19:53:38
516,Ciudad Guayana,8.3533,-62.6528,84.0,80,30,1.99,VE,2021-03-04 19:49:19
517,Ormara,25.2088,64.6357,76.37,70,0,5.64,PK,2021-03-04 19:49:59
518,Pozhva,59.0912,56.0847,20.84,98,100,8.39,RU,2021-03-04 19:53:38
519,Noumea,-22.2763,166.4572,80.01,94,90,3.44,NC,2021-03-04 19:51:41
520,Ciudad Del Maiz,22.4,-99.6,79.0,27,0,7.0,MX,2021-03-04 19:53:39
521,Shache,38.4167,77.2406,42.73,36,19,1.61,CN,2021-03-04 19:53:39
522,Trelew,-43.249,-65.3051,67.64,53,49,12.77,AR,2021-03-04 19:53:39
523,Novo Aripuana,-5.1206,-60.3797,85.46,61,78,4.18,BR,2021-03-04 19:53:39
524,Kingman,35.1894,-114.053,54.0,40,1,3.44,US,2021-03-04 19:53:40
525,Honiara,-9.4333,159.95,79.29,90,100,5.28,SB,2021-03-04 19:53:40
526,Berdigestyakh,62.0989,126.6992,-33.32,82,65,5.88,RU,2021-03-04 19:53:40
527,Lazaro Cardenas,17.9583,-102.2,81.82,56,2,9.57,MX,2021-03-04 19:53:41
528,Letlhakane,-21.4167,25.5833,75.43,43,28,6.44,BW,2021-03-04 19:53:41
529,Price,39.5994,-110.8107,42.8,65,75,4.0,US,2021-03-04 19:53:41
530,Hamilton,39.1834,-84.5333,53.01,35,1,16.11,US,2021-03-04 19:52:33
531,Susanino,58.1461,41.5872,10.78,96,23,4.07,RU,2021-03-04 19:53:42
532,Hambantota,6.1241,81.1185,77.0,94,1,5.75,LK,2021-03-04 19:49:35
533,Hofn,64.2539,-15.2082,40.14,70,0,4.59,IS,2021-03-04 19:53:42
534,Villarrica,-25.75,-56.4333,83.05,77,20,0.83,PY,2021-03-04 19:53:42
535,Surt,31.2089,16.5887,58.28,66,100,19.48,LY,2021-03-04 19:53:42
536,San Ignacio,17.1561,-89.0714,89.6,45,20,4.61,BZ,2021-03-04 19:53:42
537,Puerto Madryn,-42.7692,-65.0385,66.83,57,85,10.51,AR,2021-03-04 19:52:48
538,Yangambi,0.8102,24.4336,82.22,45,99,1.81,CD,2021-03-04 19:53:43
539,Pirapora,-17.345,-44.9419,81.93,62,82,2.98,BR,2021-03-04 19:52:00
540,Fairbanks,64.8378,-147.7164,3.0,84,75,2.89,US,2021-03-04 19:53:41
541,Barcelona,41.3888,2.159,55.99,88,40,2.3,ES,2021-03-04 19:52:42
542,Massakory,12.996,15.7293,79.86,15,42,15.05,TD,2021-03-04 19:53:44
543,Kerema,-7.9631,145.7785,76.62,79,100,2.51,PG,2021-03-04 19:53:44
544,Sai Buri,6.7013,101.6168,76.86,88,23,9.51,TH,2021-03-04 19:53:44
545,Kolobrzeg,54.1757,15.5834,33.01,78,45,11.99,PL,2021-03-04 19:53:44
546,Moerai,-22.4333,-151.3333,79.66,62,99,2.68,PF,2021-03-04 19:53:44
547,Carauari,-4.8828,-66.8958,83.5,72,86,4.61,BR,2021-03-04 19:49:23
548,Shakawe,-18.3667,21.85,70.92,60,70,1.34,BW,2021-03-04 19:53:45
549,Omsukchan,62.5333,155.8,-29.56,81,100,9.08,RU,2021-03-04 19:53:45
550,Revda,56.801,59.9303,21.2,79,20,8.95,RU,2021-03-04 19:53:45
551,Waw,7.7029,27.9953,78.85,16,0,3.15,SS,2021-03-04 19:53:46
552,Daliao,5.8611,124.9533,79.54,72,100,5.95,PH,2021-03-04 19:53:46
553,Nuuk,64.1835,-51.7216,37.4,70,75,14.97,GL,2021-03-04 19:53:46
554,Porto Belo,-27.1578,-48.5531,80.6,78,20,6.91,BR,2021-03-04 19:53:46
555,Santander,43.4647,-3.8044,54.0,87,0,4.61,ES,2021-03-04 19:53:47
556,Havoysund,70.9963,24.6622,26.6,86,75,10.36,NO,2021-03-04 19:49:40
557,Maraa,-1.8333,-65.3667,76.12,92,100,1.05,BR,2021-03-04 19:53:47
558,Pauini,-7.7136,-66.9764,88.03,55,77,3.2,BR,2021-03-04 19:53:48
559,Ulaangom,49.9811,92.0667,0.39,92,91,2.13,MN,2021-03-04 19:53:48
560,Luancheng,37.8792,114.6517,39.2,93,100,6.71,CN,2021-03-04 19:53:48
561,Luderitz,-26.6481,15.1594,72.21,56,0,17.4,NA,2021-03-04 19:53:49
562,Nantucket,41.2835,-70.0995,37.99,74,45,16.35,US,2021-03-04 19:53:49
563,Presidencia Roque Saenz Pena,-26.7852,-60.4388,89.01,53,77,3.0,AR,2021-03-04 19:53:49
564,Klaksvik,62.2266,-6.589,32.0,80,44,8.05,FO,2021-03-04 19:53:49
565,Marfino,55.7028,37.3822,30.2,80,0,6.71,RU,2021-03-04 19:53:50
566,Nurota,40.5614,65.6886,37.4,70,10,4.61,UZ,2021-03-04 19:53:50
567,Hervey Bay,-25.2986,152.8535,66.99,88,0,6.91,AU,2021-03-04 19:53:50
568,Shouguang,36.88,118.7375,55.99,64,95,1.01,CN,2021-03-04 19:53:50
569,Mendi,-6.1761,143.6513,54.88,96,100,2.95,PG,2021-03-04 19:53:50
570,Poso,-1.3959,120.7524,78.01,79,100,3.62,ID,2021-03-04 19:53:51
571,Mugumu,-1.85,34.7,62.78,93,96,2.68,TZ,2021-03-04 19:53:51
572,Kuching,1.55,110.3333,73.4,100,20,2.3,MY,2021-03-04 19:53:51
